location,timestamp,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,rainfall,pressure,aqi,day,month,hour,season,location_encoded,aqi_lag1,aqi_lag24,pm25_rolling7,target_24h,target_48h,target_72h,target_7d
Delhi,2024-03-12 03:00:00,196.0,310.77,33.01,12.18,1.63,18.56,29.6,49.1,6.3,15.0,1015.0,414,12,3,3,2,2,318.0,301.0,148.42714285714285,231.0,387.0,195.0,363.0
Mumbai,2024-03-12 04:00:00,114.69,166.69,26.05,26.92,1.75,19.54,32.4,81.0,8.9,3.0,1014.1,238,12,3,4,2,4,414.0,155.0,144.87285714285713,267.0,245.0,152.0,223.0
Indore,2024-03-12 05:00:00,81.02,143.49,66.88,23.21,1.63,46.41,24.0,39.8,6.7,0.0,999.2,194,12,3,5,2,3,238.0,360.0,135.67714285714285,230.0,342.0,262.0,237.0
Bhopal,2024-03-12 06:00:00,164.28,287.02,59.71,26.42,1.4,39.95,18.2,65.5,5.3,15.0,1015.6,369,12,3,6,2,1,194.0,231.0,135.66142857142856,315.0,389.0,141.0,117.0
Delhi,2024-03-12 07:00:00,115.18,193.86,68.07,17.83,1.08,48.95,26.7,61.5,9.0,0.0,1021.5,263,12,3,7,2,2,369.0,291.0,132.63142857142856,126.0,387.0,301.0,193.0
Delhi,2024-03-12 08:00:00,33.09,47.74,60.81,15.4,1.6,47.37,35.6,52.3,6.5,0.0,1018.4,84,12,3,8,2,2,263.0,283.0,121.5942857142857,175.0,397.0,275.0,358.0
Bengaluru,2024-03-12 09:00:00,153.9,263.22,80.96,12.45,2.33,32.11,34.9,68.3,7.7,3.0,1018.1,350,12,3,9,2,5,84.0,248.0,122.5942857142857,173.0,309.0,138.0,384.0
Bhopal,2024-03-12 10:00:00,98.59,169.88,56.94,22.51,1.91,37.01,24.0,84.1,10.8,0.0,1002.1,227,12,3,10,2,1,350.0,314.0,108.67857142857143,331.0,279.0,249.0,156.0
Pune,2024-03-12 11:00:00,116.38,198.67,45.5,12.72,1.67,30.84,18.0,53.3,10.4,0.0,1007.8,260,12,3,11,2,6,227.0,211.0,108.92,408.0,128.0,206.0,218.0
Bhopal,2024-03-12 12:00:00,133.28,192.67,53.49,32.94,1.91,35.06,24.0,54.1,5.7,0.0,1011.1,283,12,3,12,2,1,260.0,333.0,116.38571428571429,265.0,247.0,281.0,251.0
Indore,2024-03-12 13:00:00,127.62,211.54,67.9,10.85,1.21,24.46,23.7,68.0,9.1,0.0,1007.7,288,12,3,13,2,3,283.0,149.0,111.14857142857144,254.0,203.0,378.0,289.0
Indore,2024-03-12 14:00:00,148.38,257.25,35.53,21.92,1.15,43.47,30.1,72.7,3.9,0.0,1005.0,327,12,3,14,2,3,288.0,284.0,115.89142857142858,262.0,455.0,102.0,192.0
Indore,2024-03-12 15:00:00,102.58,167.3,37.57,30.97,1.03,53.05,26.3,56.0,8.9,0.0,1014.5,225,12,3,15,2,3,327.0,440.0,125.81857142857143,346.0,257.0,273.0,298.0
Bengaluru,2024-03-12 16:00:00,140.52,233.07,43.06,24.19,1.34,26.57,21.7,53.1,8.0,0.0,1018.0,308,12,3,16,2,5,225.0,188.0,123.90714285714286,169.0,287.0,252.0,224.0
Bhopal,2024-03-12 17:00:00,109.62,173.56,14.33,21.23,1.19,55.94,34.7,22.5,8.7,0.0,1003.6,230,12,3,17,2,1,308.0,212.0,125.48285714285714,274.0,298.0,314.0,259.0
Mumbai,2024-03-12 18:00:00,149.55,241.0,50.21,13.22,2.0,39.59,28.0,45.6,6.5,0.0,1018.2,325,12,3,18,2,4,230.0,302.0,130.22142857142856,332.0,272.0,273.0,316.0
Bhopal,2024-03-12 19:00:00,144.61,204.45,17.82,10.33,1.16,41.38,30.0,39.8,14.2,0.0,1013.3,293,12,3,19,2,1,325.0,268.0,131.84,296.0,411.0,202.0,274.0
Mumbai,2024-03-12 20:00:00,82.58,136.72,48.85,25.39,1.0,14.21,14.9,69.0,4.6,0.0,1021.7,188,12,3,20,2,4,293.0,287.0,125.4057142857143,279.0,211.0,241.0,231.0
Delhi,2024-03-12 21:00:00,163.44,234.14,61.84,30.54,2.37,12.7,10.0,54.1,10.6,0.0,1016.8,345,12,3,21,2,2,188.0,299.0,127.55714285714286,338.0,267.0,200.0,253.0
Mumbai,2024-03-12 22:00:00,98.56,155.14,40.37,16.93,1.17,40.02,16.9,53.5,4.2,15.0,1012.8,215,12,3,22,2,4,345.0,309.0,126.98285714285714,52.0,201.0,348.0,252.0
Delhi,2024-03-12 23:00:00,152.32,231.08,74.83,12.03,1.48,49.06,23.6,57.9,9.1,0.0,1012.8,332,12,3,23,2,2,215.0,344.0,128.66857142857143,320.0,166.0,254.0,242.0
Pune,2024-03-13 00:00:00,134.69,217.95,24.63,2.79,1.63,28.6,31.0,44.1,9.3,0.0,1012.0,287,13,3,0,2,6,332.0,305.0,132.25,223.0,206.0,403.0,260.0
Pune,2024-03-13 01:00:00,193.53,281.27,67.06,13.13,0.83,61.38,10.6,82.9,7.7,15.0,1022.9,408,13,3,1,2,6,287.0,229.0,138.53285714285715,111.0,260.0,261.0,388.0
Indore,2024-03-13 02:00:00,111.06,186.21,58.8,19.2,2.02,48.29,38.1,78.8,5.9,0.0,1015.7,251,13,3,2,2,3,408.0,318.0,133.73999999999998,291.0,219.0,206.0,306.0
Bhopal,2024-03-13 03:00:00,106.03,182.16,20.54,31.19,1.72,25.28,28.2,83.9,8.0,3.0,1009.8,231,13,3,3,2,1,251.0,414.0,137.09,387.0,195.0,138.0,242.0
Indore,2024-03-13 04:00:00,119.22,174.7,91.37,24.71,2.18,38.43,36.5,68.9,8.4,15.0,1015.4,267,13,3,4,2,3,231.0,238.0,130.77285714285716,245.0,152.0,122.0,322.0
Bhopal,2024-03-13 05:00:00,107.87,155.52,46.98,22.14,1.06,72.68,20.8,57.5,13.2,3.0,1014.8,230,13,3,5,2,1,267.0,194.0,132.10285714285715,342.0,262.0,136.0,227.0
Mumbai,2024-03-13 06:00:00,152.0,221.64,33.96,17.2,1.45,20.6,30.5,83.8,4.7,0.0,1009.5,315,13,3,6,2,4,230.0,369.0,132.05714285714288,389.0,141.0,281.0,377.0
Bhopal,2024-03-13 07:00:00,55.35,96.91,25.49,15.92,1.42,45.4,27.6,47.1,5.7,3.0,1007.1,126,13,3,7,2,1,315.0,263.0,120.72285714285715,387.0,301.0,303.0,288.0
Mumbai,2024-03-13 08:00:00,77.85,125.44,44.48,29.84,1.53,33.48,32.7,44.1,8.4,0.0,1019.1,175,13,3,8,2,4,126.0,84.0,104.19714285714285,397.0,275.0,127.0,263.0
Bhopal,2024-03-13 09:00:00,77.29,122.65,45.96,21.41,0.67,47.9,25.4,48.4,6.7,0.0,1010.4,173,13,3,9,2,1,175.0,350.0,99.37285714285714,309.0,138.0,345.0,286.0
Delhi,2024-03-13 10:00:00,158.01,227.96,49.64,5.28,1.46,55.74,30.3,66.4,7.2,0.0,1010.1,331,13,3,10,2,2,173.0,227.0,106.79857142857142,279.0,249.0,235.0,126.0
Mumbai,2024-03-13 11:00:00,188.42,312.75,43.24,15.29,0.69,32.59,34.7,45.8,10.9,0.0,1015.5,408,13,3,11,2,4,331.0,260.0,116.6842857142857,128.0,206.0,271.0,176.0
Indore,2024-03-13 12:00:00,115.82,202.36,58.13,13.99,1.58,53.66,22.4,55.5,0.5,0.0,1008.9,265,13,3,12,2,3,408.0,283.0,117.81999999999998,247.0,281.0,399.0,164.0
Indore,2024-03-13 13:00:00,113.25,196.06,41.8,16.18,0.34,69.1,28.7,32.4,5.6,0.0,1013.4,254,13,3,13,2,3,265.0,288.0,112.2842857142857,203.0,378.0,342.0,284.0
Indore,2024-03-13 14:00:00,122.8,202.68,17.04,23.94,0.47,38.93,13.8,65.7,1.9,0.0,1009.7,262,13,3,14,2,3,254.0,327.0,121.91999999999999,455.0,102.0,246.0,412.0
Indore,2024-03-13 15:00:00,166.48,238.08,45.61,19.25,1.81,48.99,31.9,33.7,3.7,0.0,996.5,346,13,3,15,2,3,262.0,225.0,134.58142857142857,257.0,273.0,182.0,461.0
Delhi,2024-03-13 16:00:00,82.91,119.8,10.12,19.46,1.13,29.73,40.7,43.1,15.2,0.0,1014.3,169,13,3,16,2,2,346.0,308.0,135.3842857142857,287.0,252.0,86.0,315.0
Delhi,2024-03-13 17:00:00,129.53,183.9,53.66,29.19,0.91,38.27,18.3,77.5,9.4,0.0,1013.6,274,13,3,17,2,2,169.0,230.0,131.31571428571428,298.0,314.0,196.0,299.0
Bengaluru,2024-03-13 18:00:00,159.01,238.99,32.33,15.12,2.04,35.53,26.4,76.9,10.5,0.0,1014.1,332,13,3,18,2,5,274.0,325.0,127.11428571428571,272.0,273.0,241.0,111.0
Bengaluru,2024-03-13 19:00:00,140.04,203.66,50.61,33.05,1.56,49.16,33.2,64.0,7.2,0.0,999.5,296,13,3,19,2,5,332.0,293.0,130.5742857142857,411.0,202.0,183.0,218.0
Bengaluru,2024-03-13 20:00:00,127.58,191.89,69.03,15.3,1.84,54.87,27.2,62.4,9.9,0.0,1003.9,279,13,3,20,2,5,296.0,188.0,132.62142857142857,211.0,241.0,259.0,187.0
Pune,2024-03-13 21:00:00,160.04,248.71,32.82,20.62,1.32,36.46,28.2,49.5,1.8,0.0,1019.0,338,13,3,21,2,6,279.0,345.0,137.94142857142856,267.0,200.0,278.0,212.0
Bengaluru,2024-03-13 22:00:00,15.0,26.66,64.98,18.03,2.74,59.47,24.3,45.6,10.8,0.0,1012.4,52,13,3,22,2,5,338.0,215.0,116.30142857142856,201.0,348.0,225.0,250.0
Bhopal,2024-03-13 23:00:00,147.12,241.88,41.07,20.86,1.1,59.42,24.0,52.2,4.9,0.0,1000.6,320,13,3,23,2,1,52.0,332.0,125.4742857142857,166.0,254.0,225.0,222.0
Pune,2024-03-14 00:00:00,93.84,162.71,76.05,23.11,2.27,49.86,26.4,33.8,5.8,0.0,1012.5,223,14,3,0,2,6,320.0,287.0,120.37571428571428,206.0,403.0,274.0,107.0
Mumbai,2024-03-14 01:00:00,46.77,78.78,42.16,23.04,1.37,30.78,27.3,62.0,9.1,3.0,1002.6,111,14,3,1,2,4,223.0,408.0,104.34142857142857,260.0,261.0,286.0,310.0
Indore,2024-03-14 02:00:00,140.45,202.95,34.55,14.73,0.57,29.43,18.7,58.8,8.5,0.0,1008.6,291,14,3,2,2,3,111.0,251.0,104.39999999999999,219.0,206.0,174.0,174.0
Bhopal,2024-03-14 03:00:00,174.95,296.42,59.0,12.14,1.64,26.63,26.5,43.1,7.8,3.0,1013.5,387,14,3,3,2,1,291.0,231.0,111.16714285714285,195.0,138.0,367.0,291.0
Pune,2024-03-14 04:00:00,114.5,172.9,41.03,37.52,1.56,51.29,38.0,83.1,3.1,0.0,1013.5,245,14,3,4,2,6,387.0,267.0,104.66142857142857,152.0,122.0,260.0,428.0
Delhi,2024-03-14 05:00:00,158.11,261.78,34.54,16.61,0.87,21.04,24.1,67.7,7.8,0.0,1018.0,342,14,3,5,2,2,245.0,230.0,125.10571428571428,262.0,136.0,271.0,181.0
Indore,2024-03-14 06:00:00,184.49,283.45,40.35,24.89,0.94,47.48,18.3,69.1,10.6,0.0,1014.8,389,14,3,6,2,3,342.0,315.0,130.4442857142857,141.0,281.0,317.0,39.0
Mumbai,2024-03-14 07:00:00,172.6,310.51,47.29,8.75,1.39,22.86,25.9,50.2,5.8,15.0,1015.2,387,14,3,7,2,4,389.0,126.0,141.69571428571427,301.0,303.0,276.0,244.0
Mumbai,2024-03-14 08:00:00,185.6,279.4,69.47,18.04,1.57,49.53,22.0,58.0,11.7,0.0,1009.7,397,14,3,8,2,4,387.0,175.0,161.52857142857144,275.0,127.0,335.0,360.0
Delhi,2024-03-14 09:00:00,149.69,226.27,17.05,19.11,0.16,38.24,17.6,68.0,4.7,0.0,1006.9,309,14,3,9,2,2,397.0,173.0,162.84857142857143,138.0,345.0,276.0,415.0
Indore,2024-03-14 10:00:00,123.02,218.02,48.37,23.31,1.93,56.67,28.0,60.4,7.5,0.0,1012.3,279,14,3,10,2,3,309.0,331.0,155.43,249.0,235.0,222.0,164.0
Bengaluru,2024-03-14 11:00:00,55.92,78.84,58.0,2.0,1.15,53.98,22.0,83.6,12.4,0.0,1018.1,128,14,3,11,2,5,279.0,408.0,147.0614285714286,206.0,271.0,294.0,303.0
Indore,2024-03-14 12:00:00,110.16,184.92,51.1,21.16,0.73,58.09,22.6,54.7,5.3,0.0,1017.0,247,14,3,12,2,3,128.0,265.0,140.21142857142857,281.0,399.0,162.0,224.0
Indore,2024-03-14 13:00:00,86.27,145.81,68.96,11.95,1.87,58.45,28.1,49.9,10.9,0.0,1010.8,203,14,3,13,2,3,247.0,254.0,126.17999999999999,378.0,342.0,262.0,253.0
Mumbai,2024-03-14 14:00:00,206.84,358.77,46.81,22.27,1.39,40.01,16.3,68.1,13.8,0.0,1011.6,455,14,3,14,2,4,203.0,262.0,131.07142857142858,102.0,246.0,266.0,484.0
Delhi,2024-03-14 15:00:00,112.96,202.18,45.05,12.75,2.01,21.78,14.8,37.8,8.0,0.0,1006.6,257,14,3,15,2,2,455.0,346.0,120.69428571428571,273.0,182.0,248.0,141.0
Indore,2024-03-14 16:00:00,124.93,223.65,57.48,14.01,1.62,23.26,31.7,72.8,5.8,0.0,1018.9,287,14,3,16,2,3,257.0,169.0,117.15714285714286,252.0,86.0,240.0,270.0
Bhopal,2024-03-14 17:00:00,142.06,202.59,49.59,18.08,1.4,8.78,13.5,37.2,5.0,0.0,1021.7,298,14,3,17,2,1,287.0,274.0,119.87714285714286,314.0,196.0,107.0,298.0
Bhopal,2024-03-14 18:00:00,121.74,210.46,41.75,12.63,1.32,22.83,20.2,68.2,11.7,0.0,1014.6,272,14,3,18,2,1,298.0,332.0,129.28,273.0,241.0,220.0,362.0
Delhi,2024-03-14 19:00:00,187.8,311.47,56.26,16.67,1.64,38.96,14.4,47.6,11.6,0.0,1002.2,411,14,3,19,2,2,272.0,296.0,140.37142857142857,202.0,183.0,273.0,274.0
Bengaluru,2024-03-14 20:00:00,95.09,157.75,37.56,11.65,1.19,30.16,23.6,65.6,12.1,0.0,1016.0,211,14,3,20,2,5,411.0,279.0,141.63142857142856,241.0,259.0,259.0,298.0
Pune,2024-03-14 21:00:00,127.78,185.46,38.22,7.17,0.97,35.48,30.0,72.5,7.4,3.0,1021.9,267,14,3,21,2,6,211.0,338.0,130.33714285714285,200.0,278.0,187.0,227.0
Indore,2024-03-14 22:00:00,90.3,149.91,39.55,27.13,1.7,44.9,27.8,60.5,10.8,3.0,1005.3,201,14,3,22,2,3,267.0,52.0,127.10000000000001,348.0,225.0,383.0,282.0
Pune,2024-03-14 23:00:00,67.2,120.49,69.65,10.93,1.33,33.74,43.7,38.8,7.3,0.0,1017.1,166,14,3,23,2,6,201.0,320.0,118.85285714285715,254.0,225.0,191.0,245.0
Indore,2024-03-15 00:00:00,95.53,168.58,5.0,18.75,1.42,22.29,34.6,43.7,4.7,0.0,1010.9,206,15,3,0,2,3,166.0,223.0,112.2057142857143,403.0,274.0,344.0,314.0
Mumbai,2024-03-15 01:00:00,118.52,186.74,54.33,25.27,1.94,37.25,20.5,46.3,11.1,15.0,1019.5,260,15,3,1,2,4,206.0,111.0,111.74571428571429,261.0,286.0,301.0,237.0
Indore,2024-03-15 02:00:00,102.83,145.6,48.55,15.7,1.34,25.42,18.6,27.7,12.7,0.0,1005.1,219,15,3,2,2,3,260.0,291.0,99.60714285714286,206.0,174.0,204.0,304.0
Pune,2024-03-15 03:00:00,92.3,142.6,21.11,14.22,1.41,34.21,45.9,76.0,4.2,15.0,1009.4,195,15,3,3,2,6,219.0,387.0,99.20857142857143,138.0,367.0,407.0,261.0
Bengaluru,2024-03-15 04:00:00,63.75,110.32,52.96,21.58,1.1,56.8,34.4,59.8,4.2,0.0,1002.6,152,15,3,4,2,5,195.0,245.0,90.06142857142858,122.0,260.0,156.0,349.0
Indore,2024-03-15 05:00:00,116.68,196.09,55.61,27.83,1.62,34.21,31.1,39.8,7.6,0.0,1014.0,262,15,3,5,2,3,152.0,342.0,93.83,136.0,271.0,336.0,256.0
Indore,2024-03-15 06:00:00,59.81,94.73,57.43,11.81,1.57,62.79,27.5,81.3,10.6,3.0,1015.3,141,15,3,6,2,3,262.0,389.0,92.77428571428571,281.0,317.0,345.0,107.0
Mumbai,2024-03-15 07:00:00,150.4,213.88,5.57,18.95,1.85,58.04,28.9,46.8,3.9,0.0,1014.1,301,15,3,7,2,4,141.0,387.0,100.61285714285714,303.0,276.0,205.0,383.0
Bhopal,2024-03-15 08:00:00,123.3,193.67,69.86,7.87,1.11,29.89,16.6,62.0,8.2,0.0,1008.9,275,15,3,8,2,1,301.0,397.0,101.29571428571428,127.0,335.0,398.0,190.0
Bhopal,2024-03-15 09:00:00,61.7,97.95,36.2,17.25,1.17,22.44,28.1,44.8,5.6,15.0,1009.4,138,15,3,9,2,1,275.0,309.0,95.42,345.0,276.0,234.0,213.0
Bengaluru,2024-03-15 10:00:00,107.63,190.66,58.99,20.24,1.8,37.26,27.5,25.7,9.7,3.0,1010.0,249,15,3,10,2,5,138.0,279.0,97.61,235.0,222.0,278.0,217.0
Delhi,2024-03-15 11:00:00,89.91,148.94,59.86,14.02,1.53,54.15,20.7,36.2,4.9,0.0,1017.3,206,15,3,11,2,2,249.0,128.0,101.34714285714286,271.0,294.0,290.0,366.0
Delhi,2024-03-15 12:00:00,132.77,202.42,33.97,16.8,0.95,31.14,23.2,50.8,10.0,0.0,1003.3,281,15,3,12,2,2,206.0,247.0,103.64571428571428,399.0,162.0,258.0,89.0
Mumbai,2024-03-15 13:00:00,173.62,279.55,58.57,10.14,2.05,50.71,37.6,72.4,7.0,0.0,1010.0,378,15,3,13,2,4,281.0,203.0,119.9042857142857,342.0,262.0,327.0,500.0
Pune,2024-03-15 14:00:00,44.99,64.18,41.83,20.54,0.55,54.92,26.1,63.5,4.5,0.0,1003.2,102,15,3,14,2,6,378.0,455.0,104.84571428571428,246.0,266.0,331.0,356.0
Pune,2024-03-15 15:00:00,124.6,222.91,14.86,27.39,1.79,27.16,41.5,60.2,7.7,0.0,1009.5,273,15,3,15,2,6,102.0,257.0,105.03142857142858,182.0,248.0,120.0,293.0
Indore,2024-03-15 16:00:00,113.59,175.39,66.68,12.32,0.77,28.54,14.8,25.8,1.3,0.0,1011.9,252,15,3,16,2,3,273.0,287.0,112.44428571428571,86.0,240.0,378.0,270.0
Mumbai,2024-03-15 17:00:00,146.85,233.67,35.6,15.64,2.34,47.98,23.3,78.3,5.7,0.0,1024.6,314,15,3,17,2,4,252.0,298.0,118.04714285714286,196.0,107.0,132.0,282.0
Pune,2024-03-15 18:00:00,128.53,198.2,34.33,23.52,0.63,40.13,16.2,61.6,8.6,0.0,1008.0,273,15,3,18,2,6,314.0,272.0,123.56428571428572,241.0,220.0,330.0,321.0
Bhopal,2024-03-15 19:00:00,89.92,150.44,41.55,28.48,1.98,28.4,18.5,56.1,1.8,15.0,1018.2,202,15,3,19,2,1,273.0,411.0,117.44285714285715,183.0,273.0,372.0,324.0
Bengaluru,2024-03-15 20:00:00,107.24,178.54,52.36,9.55,1.36,33.07,21.2,76.1,0.5,0.0,1001.7,241,15,3,20,2,5,202.0,211.0,107.96000000000001,259.0,259.0,178.0,296.0
Delhi,2024-03-15 21:00:00,88.16,148.65,47.08,18.82,1.22,37.01,29.2,78.0,0.5,0.0,1012.2,200,15,3,21,2,2,241.0,267.0,114.12714285714287,278.0,187.0,228.0,258.0
Indore,2024-03-15 22:00:00,163.04,245.74,56.77,21.98,1.49,16.09,28.9,76.5,11.7,3.0,1012.2,348,15,3,22,2,3,200.0,201.0,119.61857142857143,225.0,383.0,170.0,256.0
Delhi,2024-03-15 23:00:00,120.85,184.45,26.57,19.29,1.72,48.72,22.2,54.0,7.3,15.0,1016.5,254,15,3,23,2,2,348.0,166.0,120.65571428571427,225.0,191.0,247.0,262.0
Bhopal,2024-03-16 00:00:00,196.05,284.29,36.12,2.66,0.95,31.3,11.4,41.9,5.8,15.0,1008.7,403,16,3,0,2,1,254.0,206.0,127.6842857142857,274.0,344.0,245.0,261.0
Indore,2024-03-16 01:00:00,117.57,195.43,46.14,23.51,0.99,5.0,37.3,73.8,10.5,0.0,1007.3,261,16,3,1,2,3,403.0,260.0,126.11857142857141,286.0,301.0,316.0,370.0
Bhopal,2024-03-16 02:00:00,91.66,129.79,78.37,30.64,1.72,37.67,25.0,36.2,6.2,0.0,999.5,206,16,3,2,2,1,261.0,219.0,126.36714285714287,174.0,204.0,369.0,307.0
Delhi,2024-03-16 03:00:00,59.45,97.45,46.18,20.82,0.55,27.62,19.2,89.2,8.4,0.0,1014.0,138,16,3,3,2,2,206.0,195.0,119.53999999999999,367.0,407.0,363.0,47.0
Delhi,2024-03-16 04:00:00,47.87,83.68,65.36,12.78,1.11,61.64,28.9,58.4,7.6,0.0,1008.1,122,16,3,4,2,2,138.0,152.0,113.7842857142857,260.0,156.0,223.0,305.0
Bhopal,2024-03-16 05:00:00,56.63,99.47,48.62,16.41,2.92,29.8,28.4,41.0,6.0,15.0,1018.2,136,16,3,5,2,1,122.0,262.0,98.58285714285714,271.0,336.0,237.0,268.0
Indore,2024-03-16 06:00:00,130.69,206.43,40.26,32.39,0.92,22.63,24.7,38.3,8.4,0.0,1015.1,281,16,3,6,2,3,136.0,141.0,99.98857142857143,317.0,345.0,117.0,264.0
Bhopal,2024-03-16 07:00:00,140.35,222.27,44.05,26.37,1.97,45.11,28.0,37.6,10.0,3.0,1019.1,303,16,3,7,2,1,281.0,301.0,92.03142857142858,276.0,205.0,193.0,230.0
Indore,2024-03-16 08:00:00,56.75,81.2,45.31,24.48,1.11,28.75,18.9,60.2,6.9,15.0,1006.8,127,16,3,8,2,3,303.0,275.0,83.34285714285716,335.0,398.0,358.0,363.0
Mumbai,2024-03-16 09:00:00,155.8,259.92,57.66,22.49,1.65,27.09,32.3,57.9,6.0,0.0,1013.2,345,16,3,9,2,4,127.0,138.0,92.50571428571428,276.0,234.0,384.0,336.0
Mumbai,2024-03-16 10:00:00,100.68,174.02,69.99,15.37,1.73,45.13,20.0,38.2,6.4,15.0,1013.1,235,16,3,10,2,4,345.0,249.0,98.3957142857143,222.0,278.0,156.0,205.0
Indore,2024-03-16 11:00:00,125.87,188.54,53.75,18.6,1.96,23.43,22.8,52.3,0.5,0.0,1009.0,271,16,3,11,2,3,235.0,206.0,109.53857142857144,294.0,290.0,218.0,290.0
Bhopal,2024-03-16 12:00:00,184.49,289.37,66.99,19.45,1.3,17.6,31.5,36.1,8.4,0.0,1019.4,399,16,3,12,2,1,271.0,281.0,127.80428571428573,162.0,258.0,251.0,182.0
Indore,2024-03-16 13:00:00,155.87,270.52,32.56,23.85,2.39,62.16,35.4,67.4,3.6,3.0,1016.7,342,16,3,13,2,3,399.0,378.0,131.40142857142857,262.0,327.0,289.0,139.0
Delhi,2024-03-16 14:00:00,109.26,191.3,41.37,30.56,1.11,46.11,38.1,57.1,9.5,0.0,1024.2,246,16,3,14,2,2,342.0,102.0,126.96000000000001,266.0,331.0,192.0,199.0
Bhopal,2024-03-16 15:00:00,84.35,126.3,36.41,27.83,1.52,34.3,34.4,51.9,7.2,0.0,1016.2,182,16,3,15,2,1,246.0,273.0,130.90285714285716,248.0,120.0,298.0,339.0
Pune,2024-03-16 16:00:00,33.93,54.97,53.03,10.06,1.52,37.95,24.7,37.4,7.8,15.0,1023.2,86,16,3,16,2,6,182.0,252.0,113.49285714285715,240.0,378.0,224.0,331.0
Indore,2024-03-16 17:00:00,91.23,134.75,42.26,21.57,0.84,45.08,16.2,53.2,9.7,0.0,1023.1,196,16,3,17,2,3,86.0,314.0,112.14285714285714,107.0,132.0,259.0,320.0
Delhi,2024-03-16 18:00:00,111.55,160.72,59.68,25.16,1.26,51.63,36.8,51.4,4.5,0.0,1009.1,241,16,3,18,2,2,196.0,273.0,110.09714285714286,220.0,330.0,316.0,332.0
Bengaluru,2024-03-16 19:00:00,80.51,142.06,33.1,24.33,1.48,27.42,36.6,63.1,8.7,0.0,1003.2,183,16,3,19,2,5,241.0,202.0,95.24285714285715,273.0,372.0,274.0,299.0
Delhi,2024-03-16 20:00:00,114.75,198.31,48.69,15.6,1.18,43.13,22.3,60.7,8.4,0.0,1022.1,259,16,3,20,2,2,183.0,241.0,89.36857142857141,259.0,178.0,231.0,203.0
Pune,2024-03-16 21:00:00,123.07,209.72,58.99,40.4,2.62,30.91,33.4,70.7,6.9,0.0,1016.2,278,16,3,21,2,6,259.0,200.0,91.34142857142857,187.0,228.0,253.0,308.0
Indore,2024-03-16 22:00:00,111.01,157.57,14.96,11.06,0.98,35.35,24.7,50.2,4.5,0.0,1015.1,225,16,3,22,2,3,278.0,348.0,95.14999999999999,383.0,170.0,252.0,348.0
Bhopal,2024-03-16 23:00:00,94.0,163.32,81.95,12.42,1.99,40.25,37.5,28.2,9.4,0.0,1009.3,225,16,3,23,2,1,225.0,254.0,103.73142857142857,191.0,247.0,242.0,341.0
Bhopal,2024-03-17 00:00:00,126.75,199.65,43.47,21.64,1.83,37.91,23.4,73.9,9.8,0.0,1014.4,274,17,3,0,2,1,225.0,403.0,108.80571428571429,344.0,245.0,260.0,363.0
Mumbai,2024-03-17 01:00:00,137.68,211.6,15.6,34.82,1.39,48.3,40.9,43.0,7.9,0.0,1018.1,286,17,3,1,2,4,274.0,261.0,112.53857142857143,301.0,316.0,388.0,328.0
Pune,2024-03-17 02:00:00,76.38,123.63,50.53,14.15,0.97,44.82,32.5,40.3,4.1,0.0,1016.0,174,17,3,2,2,6,286.0,206.0,111.94857142857144,204.0,369.0,306.0,277.0
Indore,2024-03-17 03:00:00,176.44,253.46,48.54,18.14,1.02,16.89,39.6,57.3,5.8,0.0,1008.3,367,17,3,3,2,3,174.0,138.0,120.76142857142858,407.0,363.0,242.0,375.0
Delhi,2024-03-17 04:00:00,116.06,197.6,46.69,27.54,1.14,18.99,23.8,62.8,7.3,0.0,1021.3,260,17,3,4,2,2,367.0,122.0,119.75999999999999,156.0,223.0,322.0,267.0
Delhi,2024-03-17 05:00:00,120.75,197.19,63.86,19.87,0.51,32.82,29.8,49.5,9.7,3.0,1012.7,271,17,3,5,2,2,260.0,136.0,121.15142857142857,336.0,237.0,227.0,188.0
Pune,2024-03-17 06:00:00,148.33,218.73,59.96,17.66,0.9,63.6,20.2,49.4,2.4,0.0,1016.1,317,17,3,6,2,6,271.0,281.0,128.91285714285715,345.0,117.0,377.0,250.0
Indore,2024-03-17 07:00:00,129.33,190.8,52.77,23.96,0.66,26.08,32.9,51.7,5.7,3.0,1017.0,276,17,3,7,2,3,317.0,303.0,129.28142857142856,205.0,193.0,288.0,192.0
Delhi,2024-03-17 08:00:00,158.13,233.03,55.2,21.91,2.07,35.08,33.3,80.7,6.2,0.0,1024.8,335,17,3,8,2,2,276.0,127.0,132.20285714285714,398.0,358.0,263.0,208.0
Bengaluru,2024-03-17 09:00:00,131.48,187.08,46.33,27.21,1.71,30.49,43.8,58.0,7.2,0.0,1014.5,276,17,3,9,2,5,335.0,345.0,140.0742857142857,234.0,384.0,286.0,261.0
Pune,2024-03-17 10:00:00,95.5,156.16,76.41,29.04,1.79,30.24,30.4,42.5,3.3,0.0,1011.7,222,17,3,10,2,6,276.0,235.0,128.51142857142858,278.0,156.0,126.0,204.0
Mumbai,2024-03-17 11:00:00,134.46,233.44,24.33,22.15,1.69,40.5,32.1,42.7,6.8,0.0,1023.5,294,17,3,11,2,4,222.0,271.0,131.14000000000001,290.0,218.0,176.0,227.0
