City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,WindSpeed,Rainfall,Pressure,AQI
Mumbai,2024-03-02 16:00:00,148.9,219.12,87.06,16.98,2.48,52.26,31.0,60.4,1.1,0.0,1008.4,326
Bengaluru,2024-03-02 17:00:00,105.09,184.58,54.99,18.33,1.42,50.06,28.9,71.8,6.9,0.0,1012.2,241
Indore,2024-03-02 18:00:00,189.08,299.53,49.47,21.88,2.31,29.28,28.6,58.7,12.8,0.0,1009.4,405
Bhopal,2024-03-02 19:00:00,104.01,175.15,55.62,21.76,0.81,59.97,29.2,58.8,10.6,0.0,1017.8,236
Bhopal,2024-03-02 20:00:00,128.99,231.34,88.48,14.2,0.61,53.39,13.5,61.8,11.7,15.0,1015.2,305
Bhopal,2024-03-02 21:00:00,157.3,223.38,32.1,24.8,0.84,64.34,25.3,53.9,7.5,0.0,1010.9,323
Bhopal,2024-03-02 22:00:00,63.27,91.02,30.07,15.53,1.99,63.66,35.1,59.4,5.8,15.0,1012.4,135
Indore,2024-03-02 23:00:00,49.57,83.68,35.92,18.91,2.28,17.29,46.0,76.0,4.2,15.0,1009.7,115
Bengaluru,2024-03-03 00:00:00,58.97,89.21,48.51,24.81,1.01,22.46,18.6,56.7,4.0,0.0,1020.0,134
Bengaluru,2024-03-03 01:00:00,170.5,251.27,20.39,15.51,1.17,23.95,30.0,57.5,10.1,0.0,1014.7,349
Mumbai,2024-03-03 02:00:00,97.93,138.64,48.36,16.01,0.82,24.78,23.0,57.5,9.1,0.0,1011.2,209
Bengaluru,2024-03-03 03:00:00,222.33,313.2,75.1,24.14,0.49,42.53,41.3,78.8,7.3,0.0,1014.6,464
Bhopal,2024-03-03 04:00:00,97.43,166.59,50.42,14.0,1.76,30.06,17.5,40.3,9.1,3.0,1023.3,222
Indore,2024-03-03 05:00:00,127.38,185.18,43.32,17.31,1.51,67.02,31.4,86.4,8.0,0.0,1007.9,268
Delhi,2024-03-03 06:00:00,181.68,288.35,38.11,23.89,1.41,64.67,17.1,39.2,10.6,15.0,1017.3,386
Delhi,2024-03-03 07:00:00,200.24,328.87,62.38,34.38,0.7,37.91,24.8,47.5,10.5,15.0,1014.5,437
Bhopal,2024-03-03 08:00:00,202.46,318.13,34.79,24.24,2.22,65.37,26.8,69.9,4.1,0.0,1010.7,427
Pune,2024-03-03 09:00:00,168.33,237.49,77.54,23.31,1.15,58.83,34.5,74.5,8.4,0.0,1007.6,357
Mumbai,2024-03-03 10:00:00,160.96,275.79,78.93,23.72,1.67,31.69,19.5,35.5,2.2,0.0,1017.2,365
Delhi,2024-03-03 11:00:00,143.7,201.79,52.11,12.49,0.67,9.87,31.6,40.5,7.9,0.0,1013.7,300
Pune,2024-03-03 12:00:00,151.13,257.65,47.82,20.81,1.3,34.95,27.1,62.4,9.4,0.0,1020.7,334
Bhopal,2024-03-03 13:00:00,97.95,172.13,64.49,19.79,1.55,28.98,28.9,95.5,3.3,0.0,1019.0,229
Indore,2024-03-03 14:00:00,87.27,137.29,65.52,22.25,1.56,40.89,33.7,77.9,6.2,15.0,1013.8,199
Delhi,2024-03-03 15:00:00,119.87,193.49,35.1,20.82,1.48,39.25,18.0,54.0,7.5,0.0,1007.7,259
Bhopal,2024-03-03 16:00:00,113.19,180.07,39.58,22.66,1.65,38.88,32.7,19.3,8.2,0.0,1024.3,246
Delhi,2024-03-03 17:00:00,101.87,158.48,26.84,17.82,0.83,45.33,23.0,59.3,6.6,15.0,1008.3,217
Indore,2024-03-03 18:00:00,147.86,259.48,54.55,20.41,1.5,21.02,34.7,63.8,3.7,0.0,1017.0,333
Bengaluru,2024-03-03 19:00:00,158.21,278.07,58.67,11.41,1.46,43.76,29.3,51.9,7.3,0.0,1001.4,356
Bengaluru,2024-03-03 20:00:00,123.54,189.54,26.4,17.76,1.52,31.85,25.5,44.4,2.2,15.0,1021.4,260
Indore,2024-03-03 21:00:00,179.1,294.81,40.72,29.74,1.44,40.8,22.9,60.5,6.8,0.0,999.8,387
Indore,2024-03-03 22:00:00,74.33,131.63,26.44,22.23,0.76,51.4,32.8,42.9,6.1,0.0,1010.1,168
Bengaluru,2024-03-03 23:00:00,112.25,200.35,33.62,19.85,0.74,20.86,35.8,88.0,7.1,3.0,1005.6,252
Indore,2024-03-04 00:00:00,91.33,146.45,56.82,33.27,0.29,34.06,23.3,82.3,5.7,0.0,1020.4,206
Indore,2024-03-04 01:00:00,45.34,71.69,36.26,10.47,1.81,36.34,19.1,68.5,2.7,0.0,1007.5,104
Indore,2024-03-04 02:00:00,116.69,176.38,43.19,12.23,1.81,30.8,31.9,59.4,6.3,0.0,1015.2,250
Bengaluru,2024-03-04 03:00:00,115.13,205.34,21.96,31.99,1.82,50.6,16.9,47.4,10.5,0.0,1013.6,254
Bengaluru,2024-03-04 04:00:00,180.54,263.07,50.99,20.32,1.55,27.91,17.9,57.7,11.5,0.0,1003.3,377
Pune,2024-03-04 05:00:00,145.23,237.01,47.29,18.3,0.33,30.22,19.6,84.2,15.3,0.0,1018.2,317
Delhi,2024-03-04 06:00:00,79.03,119.58,36.34,11.61,0.89,28.06,24.1,71.9,12.9,15.0,1011.9,171
Bengaluru,2024-03-04 07:00:00,194.16,293.5,44.98,23.13,1.49,53.29,17.6,61.3,3.7,0.0,1021.0,408
Delhi,2024-03-04 08:00:00,168.84,263.73,50.88,23.81,1.47,31.11,13.4,72.8,6.2,0.0,1015.7,362
Bengaluru,2024-03-04 09:00:00,143.28,257.84,34.96,12.34,1.29,44.44,19.1,66.7,7.4,15.0,1007.4,320
Mumbai,2024-03-04 10:00:00,110.94,157.76,24.38,19.02,1.58,65.66,31.5,64.3,7.2,0.0,1010.8,228
Delhi,2024-03-04 11:00:00,81.62,133.16,76.89,17.65,1.41,36.95,18.1,73.7,7.7,0.0,1010.6,193
Indore,2024-03-04 12:00:00,105.11,150.63,37.87,21.79,1.46,53.57,24.6,66.3,15.2,0.0,1016.7,221
Mumbai,2024-03-04 13:00:00,163.55,239.08,46.45,12.17,1.08,61.4,40.6,71.7,4.0,0.0,1016.5,342
Pune,2024-03-04 14:00:00,195.38,307.89,64.17,28.76,1.89,52.38,26.7,60.6,5.2,0.0,1008.0,422
Bengaluru,2024-03-04 15:00:00,181.73,291.53,104.46,26.41,1.18,37.76,29.4,53.9,12.8,15.0,1017.7,408
Bengaluru,2024-03-04 16:00:00,100.45,151.02,28.09,17.46,0.73,46.99,20.4,49.2,5.5,0.0,1014.4,212
Pune,2024-03-04 17:00:00,75.22,114.82,55.2,18.49,1.01,19.98,42.1,47.3,8.8,0.0,1016.0,170
Mumbai,2024-03-04 18:00:00,125.64,180.26,36.68,19.05,1.23,27.08,23.2,32.3,10.8,0.0,1015.1,262
Bhopal,2024-03-04 19:00:00,49.26,74.94,39.38,14.55,1.9,29.53,25.4,43.4,9.1,0.0,1017.0,112
Indore,2024-03-04 20:00:00,132.93,237.49,36.48,16.9,1.38,69.37,36.2,42.9,8.1,0.0,1006.4,297
Delhi,2024-03-04 21:00:00,114.1,202.85,29.99,18.11,1.31,26.62,25.7,49.9,10.5,15.0,1013.1,254
Mumbai,2024-03-04 22:00:00,101.36,155.48,47.34,31.29,0.78,26.42,27.3,83.0,4.6,3.0,1018.0,221
Delhi,2024-03-04 23:00:00,56.21,91.53,24.41,26.63,1.79,23.39,25.0,55.5,5.9,0.0,1018.7,124
Bengaluru,2024-03-05 00:00:00,140.54,247.9,63.15,26.54,1.07,45.84,25.1,61.9,9.2,3.0,1018.7,320
Bhopal,2024-03-05 01:00:00,98.69,138.41,48.88,22.59,1.35,40.0,29.6,62.4,0.9,3.0,1006.7,210
Pune,2024-03-05 02:00:00,73.2,126.22,54.76,12.18,2.14,53.21,30.9,83.4,12.0,0.0,1024.5,172
Bhopal,2024-03-05 03:00:00,15.0,26.69,40.54,19.71,1.65,47.4,22.5,48.8,8.5,0.0,1022.6,44
Delhi,2024-03-05 04:00:00,118.9,170.8,42.12,26.79,0.59,18.67,21.6,54.4,8.0,15.0,1006.8,250
Pune,2024-03-05 05:00:00,190.89,279.57,52.6,11.19,0.52,26.7,22.7,56.3,2.3,3.0,1010.2,399
Bengaluru,2024-03-05 06:00:00,186.45,332.68,29.38,24.46,1.37,57.11,17.2,76.2,3.4,0.0,1016.1,410
Pune,2024-03-05 07:00:00,101.72,164.27,42.27,36.26,0.79,35.15,15.9,79.5,6.2,15.0,1007.7,224
Pune,2024-03-05 08:00:00,95.91,134.82,34.25,27.43,1.72,54.63,29.1,65.6,10.1,0.0,1015.5,200
Bhopal,2024-03-05 09:00:00,138.75,208.55,33.75,29.9,1.42,35.9,33.6,77.7,0.9,3.0,1013.3,291
Indore,2024-03-05 10:00:00,80.06,126.5,14.24,21.53,1.48,24.45,33.1,60.8,10.0,0.0,1019.7,169
Bengaluru,2024-03-05 11:00:00,132.07,221.51,69.43,26.78,1.05,33.75,10.3,55.2,6.3,0.0,1014.6,299
Mumbai,2024-03-05 12:00:00,150.64,255.08,37.02,14.98,2.27,24.45,25.3,76.9,6.8,15.0,999.8,329
Mumbai,2024-03-05 13:00:00,169.08,304.03,66.61,25.57,2.82,30.08,19.3,65.8,8.3,3.0,1017.2,385
Mumbai,2024-03-05 14:00:00,115.99,175.73,65.1,24.58,1.26,40.81,28.0,46.2,8.4,3.0,1019.4,255
Indore,2024-03-05 15:00:00,111.85,180.67,27.42,22.03,1.58,45.16,24.1,74.0,5.2,0.0,1011.6,241
Bengaluru,2024-03-05 16:00:00,84.88,136.94,30.59,29.21,1.45,15.74,31.1,54.7,9.5,0.0,1012.9,185
Pune,2024-03-05 17:00:00,86.92,135.8,88.97,16.23,1.27,37.76,26.9,52.7,0.5,0.0,1012.9,205
Delhi,2024-03-05 18:00:00,110.94,162.82,76.01,18.69,0.98,29.79,13.7,72.3,6.1,0.0,1008.5,246
Delhi,2024-03-05 19:00:00,134.69,241.24,47.5,20.67,0.86,28.92,20.2,56.6,8.0,0.0,1026.8,305
Bengaluru,2024-03-05 20:00:00,156.54,272.59,52.12,12.79,0.83,39.86,27.0,64.2,6.4,0.0,1007.3,350
Indore,2024-03-05 21:00:00,87.87,140.54,37.91,21.59,1.6,30.29,27.6,68.6,1.7,0.0,1017.6,193
Bengaluru,2024-03-05 22:00:00,179.71,294.95,54.92,7.97,1.14,57.35,17.2,45.5,9.9,0.0,1017.5,392
Delhi,2024-03-05 23:00:00,109.16,162.74,36.53,27.33,0.11,54.63,16.2,64.2,3.5,0.0,1009.3,232
Bengaluru,2024-03-06 00:00:00,119.15,192.72,15.48,20.33,1.62,54.55,27.4,79.6,7.3,0.0,1006.4,252
Mumbai,2024-03-06 01:00:00,90.11,151.21,26.86,16.35,1.38,31.07,17.2,42.7,8.0,3.0,1011.4,198
Pune,2024-03-06 02:00:00,23.03,36.99,48.34,14.16,2.07,24.53,15.3,65.2,7.6,15.0,1016.2,62
Bengaluru,2024-03-06 03:00:00,155.36,279.05,29.9,18.36,1.59,39.15,23.9,44.7,11.2,15.0,1013.8,344
Pune,2024-03-06 04:00:00,149.47,245.82,46.92,24.82,0.66,35.9,23.6,74.3,7.3,0.0,1022.9,326
Bhopal,2024-03-06 05:00:00,108.75,168.38,30.81,23.83,0.29,29.48,20.9,74.2,8.9,0.0,1008.5,232
Bengaluru,2024-03-06 06:00:00,122.68,209.64,35.48,15.06,1.04,21.54,22.1,52.3,7.3,0.0,1008.6,271
Delhi,2024-03-06 07:00:00,140.64,206.48,61.65,14.08,1.09,37.42,27.1,93.4,9.5,15.0,1017.3,301
Delhi,2024-03-06 08:00:00,57.5,89.34,51.96,24.6,1.87,32.34,22.0,75.7,12.0,15.0,1002.0,133
Pune,2024-03-06 09:00:00,98.84,152.09,47.85,14.94,1.4,47.64,27.5,69.3,7.9,0.0,1008.6,216
Delhi,2024-03-06 10:00:00,151.77,238.69,62.06,20.42,1.97,47.31,24.3,68.4,10.0,0.0,1011.2,331
Mumbai,2024-03-06 11:00:00,69.83,119.6,55.69,20.87,0.74,53.41,28.2,73.7,12.2,15.0,1011.9,165
Delhi,2024-03-06 12:00:00,131.74,209.95,71.15,22.18,1.88,20.37,33.1,42.1,11.8,15.0,1009.0,294
Bhopal,2024-03-06 13:00:00,65.74,112.91,40.64,26.01,1.76,43.61,32.9,61.1,6.3,0.0,1001.1,152
Bengaluru,2024-03-06 14:00:00,138.66,226.09,41.13,11.16,0.39,27.82,36.0,64.1,10.8,0.0,1020.5,301
Indore,2024-03-06 15:00:00,118.57,182.23,27.18,6.62,2.06,20.91,32.9,51.6,8.3,0.0,1020.2,250
Delhi,2024-03-06 16:00:00,55.39,95.5,41.14,16.03,1.45,32.0,28.7,65.4,11.1,15.0,1002.0,130
Bengaluru,2024-03-06 17:00:00,166.59,249.1,63.44,32.61,1.6,52.96,24.0,77.7,9.3,0.0,1016.0,356
Mumbai,2024-03-06 18:00:00,90.62,135.0,68.8,34.16,0.97,32.79,24.3,51.3,8.4,0.0,1011.2,204
Bengaluru,2024-03-06 19:00:00,87.59,140.3,63.36,32.82,2.04,59.92,20.9,57.1,8.9,0.0,1015.4,200
Delhi,2024-03-06 20:00:00,128.02,192.59,19.29,18.65,0.81,45.68,27.0,44.9,8.3,0.0,1013.7,265
Delhi,2024-03-06 21:00:00,165.95,232.93,65.33,7.53,1.82,32.48,31.9,29.4,8.4,0.0,1003.3,348
Pune,2024-03-06 22:00:00,79.37,131.7,18.58,3.6,1.81,54.24,21.9,70.5,7.0,3.0,1016.8,172
Delhi,2024-03-06 23:00:00,122.47,196.49,62.37,15.7,0.91,44.24,26.7,57.6,6.7,0.0,1008.7,272
Bhopal,2024-03-07 00:00:00,137.15,216.46,42.12,18.61,2.39,24.94,22.3,58.8,13.1,0.0,996.4,295
Bengaluru,2024-03-07 01:00:00,147.72,263.95,59.24,29.1,1.52,64.02,28.5,42.2,9.0,0.0,1013.2,336
Pune,2024-03-07 02:00:00,127.06,206.91,26.68,26.07,1.73,41.63,23.2,55.0,5.7,0.0,1002.6,273
Indore,2024-03-07 03:00:00,105.32,183.82,66.74,21.59,0.64,38.26,21.8,75.5,6.6,0.0,1018.9,245
Bhopal,2024-03-07 04:00:00,86.9,126.5,24.56,13.77,2.46,26.02,22.2,58.0,10.9,0.0,1010.3,182
Indore,2024-03-07 05:00:00,123.45,200.93,37.3,13.27,0.79,54.51,30.5,58.5,5.1,15.0,1012.5,268
Delhi,2024-03-07 06:00:00,77.11,134.73,32.03,21.78,1.91,45.24,26.3,61.3,2.8,0.0,1015.1,174
Indore,2024-03-07 07:00:00,15.0,24.5,19.93,24.88,0.9,46.81,24.0,38.2,3.0,0.0,1012.6,37
Indore,2024-03-07 08:00:00,137.46,231.93,49.51,22.74,1.09,30.89,28.8,68.0,2.0,3.0,1008.5,305
Bhopal,2024-03-07 09:00:00,156.16,241.86,76.9,12.76,1.79,49.68,24.1,37.9,3.3,0.0,1018.8,343
Bhopal,2024-03-07 10:00:00,25.48,36.62,90.67,24.55,1.91,50.77,34.9,43.0,3.7,3.0,1011.3,78
Bengaluru,2024-03-07 11:00:00,79.61,126.04,49.55,22.98,0.76,28.64,20.2,41.2,11.9,0.0,1005.3,179
Indore,2024-03-07 12:00:00,144.77,225.52,65.87,12.51,1.95,18.16,25.7,55.2,7.4,0.0,1014.1,317
Bhopal,2024-03-07 13:00:00,202.3,353.38,51.71,14.51,1.92,46.14,17.2,52.4,6.3,0.0,1011.5,448
Bengaluru,2024-03-07 14:00:00,120.83,180.96,55.98,24.82,0.93,15.97,24.6,58.0,2.9,3.0,1011.9,261
Indore,2024-03-07 15:00:00,90.88,162.37,42.53,18.36,2.2,40.13,15.2,43.5,7.0,0.0,1012.8,209
Indore,2024-03-07 16:00:00,112.68,200.94,51.12,31.12,0.67,31.74,32.2,74.1,1.9,0.0,1012.3,258
Pune,2024-03-07 17:00:00,175.0,262.33,56.6,23.51,1.09,55.06,32.4,71.3,6.3,0.0,1020.7,371
Delhi,2024-03-07 18:00:00,94.16,144.94,38.74,16.59,1.64,32.5,32.5,55.2,14.1,0.0,1007.2,204
Bhopal,2024-03-07 19:00:00,88.03,154.78,46.76,19.93,0.97,53.5,27.2,50.3,9.6,15.0,999.5,203
Mumbai,2024-03-07 20:00:00,100.69,179.9,47.07,20.44,1.53,30.8,20.8,48.7,6.8,0.0,1012.0,231
Pune,2024-03-07 21:00:00,81.87,129.13,61.22,14.9,1.52,52.0,21.4,53.0,9.7,0.0,1017.0,187
Bhopal,2024-03-07 22:00:00,124.91,190.91,30.94,13.61,1.31,66.84,37.7,35.6,5.8,0.0,1002.6,264
Pune,2024-03-07 23:00:00,184.99,297.91,47.18,24.91,1.82,23.05,37.0,42.6,4.9,0.0,1014.2,398
Delhi,2024-03-08 00:00:00,132.92,222.66,78.59,25.92,1.29,42.09,27.9,71.8,13.0,15.0,1003.6,303
Pune,2024-03-08 01:00:00,109.91,165.89,66.62,24.23,1.52,76.48,23.4,62.8,3.8,15.0,1017.1,243
Pune,2024-03-08 02:00:00,108.33,183.57,69.59,30.61,1.97,38.93,36.6,84.1,6.4,0.0,1012.1,250
Bengaluru,2024-03-08 03:00:00,57.47,81.65,48.39,16.21,1.8,38.87,22.1,53.2,8.5,0.0,1006.7,129
Bhopal,2024-03-08 04:00:00,155.32,220.52,53.14,31.72,1.79,49.04,28.6,52.2,4.5,3.0,1002.4,325
Indore,2024-03-08 05:00:00,116.89,181.7,64.04,13.69,0.83,38.58,36.5,51.5,9.6,15.0,1025.1,259
Mumbai,2024-03-08 06:00:00,112.78,173.84,72.96,12.91,1.66,14.1,21.1,52.9,6.5,15.0,1025.8,252
Bengaluru,2024-03-08 07:00:00,247.72,378.09,16.77,7.68,0.96,53.85,32.8,47.4,9.6,3.0,1005.5,500
Bhopal,2024-03-08 08:00:00,131.95,210.65,26.95,16.88,0.76,9.96,30.6,62.3,9.4,0.0,1005.4,281
Bengaluru,2024-03-08 09:00:00,89.93,137.44,68.95,16.47,1.36,32.16,26.7,58.5,6.7,0.0,1012.5,204
Indore,2024-03-08 10:00:00,102.95,152.04,43.57,23.68,0.95,54.9,20.0,49.8,13.0,0.0,1009.7,220
Pune,2024-03-08 11:00:00,165.94,252.85,37.25,21.71,1.8,33.01,21.9,78.0,5.4,0.0,1010.0,349
Mumbai,2024-03-08 12:00:00,124.53,222.91,27.93,11.65,1.81,28.29,29.0,88.3,11.8,0.0,1013.7,277
Indore,2024-03-08 13:00:00,62.47,97.73,39.12,17.25,0.45,50.31,17.0,76.7,11.3,0.0,1023.5,140
Mumbai,2024-03-08 14:00:00,156.77,247.36,25.56,17.4,0.99,26.08,27.9,66.9,13.2,0.0,1020.2,331
Bengaluru,2024-03-08 15:00:00,93.27,152.09,81.46,7.57,0.67,20.89,30.8,70.2,8.1,0.0,1010.1,219
Pune,2024-03-08 16:00:00,194.93,349.58,47.64,13.13,1.17,41.84,33.9,87.7,5.0,0.0,1016.3,435
Pune,2024-03-08 17:00:00,163.2,244.25,47.07,14.6,1.63,35.44,17.2,70.2,14.1,0.0,1000.9,344
Bhopal,2024-03-08 18:00:00,102.11,170.78,57.41,30.04,1.28,20.59,36.2,48.6,6.4,0.0,1012.8,232
Mumbai,2024-03-08 19:00:00,171.24,288.78,63.4,21.34,1.11,46.92,38.9,64.3,4.9,0.0,1010.6,380
Indore,2024-03-08 20:00:00,122.71,201.61,63.13,24.64,2.05,44.5,29.9,68.0,6.9,3.0,1017.8,275
Mumbai,2024-03-08 21:00:00,154.11,221.22,65.18,9.51,0.25,32.96,19.7,42.1,4.4,0.0,1015.7,327
Bengaluru,2024-03-08 22:00:00,139.39,232.88,37.91,28.36,2.02,33.92,24.7,53.4,9.2,0.0,1013.9,304
Pune,2024-03-08 23:00:00,86.15,122.81,43.23,29.11,1.13,44.59,26.7,75.6,5.6,3.0,1014.8,185
Bengaluru,2024-03-09 00:00:00,94.26,154.44,60.3,6.01,1.36,54.67,28.9,28.8,6.6,0.0,1009.4,215
Bengaluru,2024-03-09 01:00:00,161.2,273.37,39.56,15.06,1.14,34.04,27.2,38.0,10.6,15.0,1017.8,353
Bhopal,2024-03-09 02:00:00,106.61,158.25,47.92,23.47,2.17,47.17,29.0,55.2,9.5,0.0,1014.8,230
Bengaluru,2024-03-09 03:00:00,103.85,180.36,54.38,24.51,0.78,45.91,26.4,63.7,7.5,0.0,1011.0,238
Bhopal,2024-03-09 04:00:00,81.8,115.51,60.56,15.25,1.41,50.31,28.9,36.3,8.0,3.0,1012.6,181
Delhi,2024-03-09 05:00:00,136.94,237.94,19.56,17.86,1.66,38.55,23.8,56.0,7.5,0.0,1017.1,298
Mumbai,2024-03-09 06:00:00,202.5,320.79,59.44,15.82,0.59,25.23,24.6,76.5,6.1,0.0,1017.6,436
Pune,2024-03-09 07:00:00,77.3,114.95,44.26,20.77,0.94,31.53,23.0,59.1,7.5,0.0,1009.9,169
Pune,2024-03-09 08:00:00,120.97,175.83,59.32,28.38,1.33,42.8,40.4,73.0,9.1,0.0,1006.6,260
Indore,2024-03-09 09:00:00,176.49,314.38,60.43,14.6,0.96,63.46,37.2,48.5,7.1,0.0,1009.3,398
Pune,2024-03-09 10:00:00,116.81,166.94,73.73,27.01,0.99,31.22,30.9,45.0,8.8,0.0,1009.6,255
Bhopal,2024-03-09 11:00:00,138.09,204.33,69.66,14.53,1.23,49.27,36.3,71.6,4.8,0.0,1012.7,299
Pune,2024-03-09 12:00:00,77.5,119.29,69.55,14.07,1.72,33.41,32.6,63.9,5.6,0.0,1019.2,179
Bhopal,2024-03-09 13:00:00,137.13,226.01,71.1,25.73,1.23,39.55,28.3,39.0,5.2,0.0,1009.2,308
Pune,2024-03-09 14:00:00,112.51,182.04,52.66,26.45,1.94,59.22,16.5,45.2,5.7,3.0,1014.3,250
Indore,2024-03-09 15:00:00,159.43,231.21,48.51,25.96,0.9,48.7,25.2,83.0,11.6,0.0,1010.9,334
Mumbai,2024-03-09 16:00:00,167.5,253.9,61.97,10.79,0.77,20.62,24.7,43.2,9.8,0.0,1012.1,359
Bengaluru,2024-03-09 17:00:00,223.58,334.37,59.71,16.74,2.36,29.99,19.1,72.9,4.1,15.0,1013.8,470
Mumbai,2024-03-09 18:00:00,143.19,212.69,43.05,25.76,1.07,55.59,16.6,50.3,8.9,0.0,1019.2,302
Bhopal,2024-03-09 19:00:00,133.03,208.12,54.48,20.29,0.74,39.99,30.4,57.9,6.3,0.0,1013.5,290
Bengaluru,2024-03-09 20:00:00,127.78,214.87,47.44,12.48,0.53,21.92,29.3,62.7,5.3,3.0,996.5,283
Delhi,2024-03-09 21:00:00,105.87,157.43,34.34,23.21,1.94,26.53,18.8,24.4,2.7,0.0,1010.8,224
Indore,2024-03-09 22:00:00,133.54,206.54,68.65,15.0,1.23,47.85,21.8,34.6,10.6,3.0,1021.4,294
Mumbai,2024-03-09 23:00:00,108.18,168.37,48.88,32.56,1.27,51.92,35.1,59.4,3.1,0.0,1018.9,236
Bengaluru,2024-03-10 00:00:00,126.74,226.94,80.78,30.81,1.32,38.25,20.9,46.4,7.3,0.0,1016.7,297
Indore,2024-03-10 01:00:00,172.7,307.74,21.99,24.23,1.91,72.65,28.2,73.9,4.5,0.0,1019.1,378
Mumbai,2024-03-10 02:00:00,79.74,137.15,39.09,29.53,1.31,49.54,25.7,32.3,10.0,0.0,1016.9,181
Bhopal,2024-03-10 03:00:00,165.6,247.84,48.52,20.45,2.57,34.59,30.5,67.0,6.4,0.0,1019.0,350
Bhopal,2024-03-10 04:00:00,172.68,246.46,66.2,25.36,1.47,26.58,21.0,36.0,7.1,0.0,1005.3,364
Bhopal,2024-03-10 05:00:00,115.28,176.0,54.39,30.34,1.93,24.35,27.6,52.4,7.2,0.0,1011.6,251
Delhi,2024-03-10 06:00:00,35.13,52.92,52.97,21.72,1.8,42.7,28.2,41.0,8.5,3.0,1012.9,87
Pune,2024-03-10 07:00:00,95.69,153.33,29.96,18.21,1.38,31.16,28.6,88.4,7.5,0.0,1012.3,207
Bhopal,2024-03-10 08:00:00,171.88,294.1,29.49,8.07,1.11,61.43,27.6,36.6,7.4,0.0,1008.5,373
Bhopal,2024-03-10 09:00:00,119.09,207.6,53.16,19.42,1.57,58.53,29.4,56.0,5.8,0.0,1012.9,270
Pune,2024-03-10 10:00:00,80.03,139.08,26.17,25.76,1.66,46.86,42.3,30.4,2.5,0.0,1001.8,178
Bhopal,2024-03-10 11:00:00,99.81,154.09,39.49,26.62,1.11,21.49,44.9,83.6,3.9,0.0,1014.7,216
Bengaluru,2024-03-10 12:00:00,153.62,257.31,56.01,23.53,1.48,28.59,22.5,64.4,9.8,3.0,1008.0,340
Indore,2024-03-10 13:00:00,141.87,216.37,32.28,16.21,2.02,55.58,10.8,60.2,6.5,0.0,998.9,299
Delhi,2024-03-10 14:00:00,110.44,157.31,73.69,6.16,2.43,30.12,31.2,81.6,5.4,0.0,1012.1,242
Mumbai,2024-03-10 15:00:00,105.33,177.02,67.58,16.53,1.83,53.71,28.3,60.4,3.0,0.0,1021.3,242
Pune,2024-03-10 16:00:00,104.33,146.47,22.86,17.87,2.33,44.64,34.4,61.5,2.0,15.0,1000.6,214
Pune,2024-03-10 17:00:00,83.1,129.95,33.08,17.81,1.09,38.72,29.0,60.1,5.2,0.0,1010.5,181
Pune,2024-03-10 18:00:00,184.62,282.78,11.43,24.33,1.75,28.16,27.4,67.0,10.3,15.0,1002.3,380
Delhi,2024-03-10 19:00:00,107.11,179.66,35.48,33.9,2.07,36.68,34.9,50.1,5.7,0.0,1013.5,236
Indore,2024-03-10 20:00:00,168.69,287.86,60.26,20.86,0.95,40.66,35.9,54.6,8.8,3.0,1017.2,375
Bhopal,2024-03-10 21:00:00,180.85,275.19,41.38,18.48,1.16,52.46,17.3,71.0,5.6,0.0,1007.1,380
Pune,2024-03-10 22:00:00,159.93,275.83,55.37,18.19,2.27,25.6,21.3,62.4,9.5,15.0,1009.5,357
Bhopal,2024-03-10 23:00:00,102.74,155.91,23.64,20.87,0.91,34.32,26.3,56.2,6.4,0.0,1011.1,216
Mumbai,2024-03-11 00:00:00,136.15,214.92,60.77,14.2,0.73,38.63,27.7,35.6,3.6,15.0,1019.4,299
Pune,2024-03-11 01:00:00,119.03,201.26,39.12,20.84,2.16,47.28,25.4,82.0,6.6,0.0,1003.6,263
Delhi,2024-03-11 02:00:00,83.85,140.63,48.19,23.16,2.0,25.28,30.0,47.4,13.4,0.0,1009.3,191
Delhi,2024-03-11 03:00:00,132.97,238.68,46.51,21.47,1.62,19.57,34.0,73.8,13.2,0.0,1021.4,301
Mumbai,2024-03-11 04:00:00,72.84,108.53,27.66,23.2,1.38,47.44,39.1,60.8,9.1,0.0,1007.6,155
Delhi,2024-03-11 05:00:00,167.51,278.89,29.55,23.04,1.18,16.75,31.1,37.3,7.1,15.0,1009.6,360
Delhi,2024-03-11 06:00:00,101.42,166.71,63.48,7.6,1.54,55.99,21.0,78.0,8.5,0.0,1013.1,231
Delhi,2024-03-11 07:00:00,128.05,226.13,54.38,24.46,2.19,35.82,26.0,62.1,8.5,0.0,1026.0,291
Pune,2024-03-11 08:00:00,131.33,192.08,64.8,15.3,1.52,16.33,26.5,79.4,7.4,3.0,1005.3,283
Mumbai,2024-03-11 09:00:00,109.64,186.47,53.19,12.33,2.48,31.27,30.6,55.1,8.9,3.0,1016.5,248
Pune,2024-03-11 10:00:00,143.47,233.47,50.29,12.27,0.95,43.31,29.7,69.3,8.2,0.0,1004.9,314
Mumbai,2024-03-11 11:00:00,101.0,152.5,20.38,23.03,1.39,30.54,41.4,29.8,6.5,3.0,1006.0,211
Indore,2024-03-11 12:00:00,154.85,246.18,43.67,18.44,1.21,38.28,23.8,50.0,3.7,0.0,1008.9,333
